,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
764,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,BrkFace,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,30.0,9549,8,5,1995,1996,0.0,437,0,1494,1494,0,1494,1,0,1,1,2,6,1,1995.0,2,481,0,30,0,4,2006,270000
765,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,75.0,14587,9,5,2008,2008,284.0,0,1498,1498,1506,0,1506,0,0,2,0,2,6,1,2008.0,2,592,0,174,0,8,2008,264132
766,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,80.0,10421,7,5,1988,1988,42.0,394,586,980,980,734,1714,0,0,2,1,3,7,1,1988.0,2,496,228,66,156,3,2010,196500
767,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Mod,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,75.0,12508,6,7,1940,1985,0.0,660,323,983,983,767,1750,1,0,2,0,4,7,0,1989.0,1,423,245,0,156,7,2008,160000
768,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.0,9100,7,5,2004,2005,0.0,24,1836,1860,1836,0,1836,0,0,2,0,3,8,1,2004.0,2,484,120,33,0,10,2006,216837
769,RL,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Mod,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,47.0,53504,8,5,2003,2003,603.0,1416,234,1650,1690,1589,3279,1,0,3,1,4,12,1,2003.0,3,841,503,36,0,6,2010,538000
770,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,85,70.04995836802665,7252,5,5,1982,1982,0.0,685,173,858,858,0,858,1,0,1,0,2,5,0,1983.0,2,576,120,0,0,4,2009,134900
771,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,COD,Normal,20,67.0,8877,4,5,1951,1951,0.0,836,0,836,1220,0,1220,0,0,1,0,2,6,0,1951.0,2,396,0,0,0,4,2006,102000
772,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Abnorml,80,94.0,7819,6,5,1976,1976,0.0,422,480,1029,1117,0,1117,1,0,1,0,3,6,1,1976.0,2,672,144,0,0,3,2010,107000
773,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,COD,Normal,20,70.0,10150,5,5,1958,1958,1.0,456,456,912,912,0,912,0,0,1,0,2,5,0,1958.0,1,275,0,0,0,7,2007,114500
774,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,110.0,14226,8,5,2006,2006,375.0,0,1935,1935,1973,0,1973,0,0,2,0,3,9,1,2006.0,3,895,315,45,0,7,2007,395000
775,RM,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,32.0,4500,6,5,1998,1998,320.0,866,338,1204,1204,0,1204,1,0,2,0,2,5,0,1998.0,2,412,0,247,0,6,2009,162000
776,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,86.0,11210,7,5,2005,2006,240.0,20,1594,1614,1614,0,1614,0,0,2,0,3,7,0,2005.0,3,865,144,59,0,7,2006,221500
777,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,100.0,13350,5,5,1974,1974,0.0,762,102,864,894,0,894,1,0,1,0,3,5,1,1974.0,2,440,241,0,0,6,2006,142500
778,RH,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,90,60.0,8400,5,5,1977,1977,320.0,0,0,0,2020,0,2020,0,0,2,0,4,10,2,1977.0,2,630,0,0,0,10,2007,144000
779,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,90,78.0,10530,6,5,1977,1977,90.0,975,0,975,1004,0,1004,1,0,1,0,2,4,0,1977.0,2,504,0,0,0,5,2006,135000
780,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,63.0,7875,7,5,1995,1996,38.0,0,1237,1237,1253,0,1253,0,0,2,0,3,6,1,1995.0,2,402,220,21,0,6,2007,176000
781,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,65.0,7153,6,5,1992,1992,0.0,387,374,761,810,793,1603,0,0,2,1,3,7,0,1992.0,2,484,0,124,0,7,2006,175900
782,RL,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,67.0,16285,7,5,2001,2002,0.0,0,1413,1413,1430,0,1430,0,0,2,0,3,6,0,2001.0,2,605,0,33,0,6,2009,187100
783,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,85,70.04995836802665,9101,5,6,1978,1978,104.0,1097,0,1097,1110,0,1110,1,0,1,0,1,4,1,1978.0,2,602,303,30,0,7,2009,165500
784,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,75,35.0,6300,6,6,1914,2001,0.0,0,742,742,742,742,1484,0,0,2,0,3,9,1,1978.5061638868744,0,0,0,291,134,6,2008,128000
785,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,9790,6,5,1967,1967,0.0,251,491,1372,1342,0,1342,0,0,2,0,3,7,1,1967.0,2,457,0,0,0,9,2009,161500
786,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,60.0,10800,5,6,1915,1950,0.0,686,0,686,966,686,1652,1,0,2,0,4,7,0,1961.0,1,416,0,0,196,6,2010,139000
787,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,76.0,10142,7,5,2004,2004,0.0,656,300,956,956,1128,2084,1,0,2,1,4,8,0,2004.0,2,618,0,45,0,1,2010,233000
788,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,50.0,6000,4,7,1954,2000,0.0,0,901,901,901,0,901,0,0,1,0,2,4,0,1954.0,1,281,0,0,0,8,2008,107900
789,RL,Pave,Grvl,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.04995836802665,12205,6,8,1966,2007,157.0,568,264,832,976,1111,2087,0,0,2,1,5,9,0,1966.0,2,444,133,168,0,7,2007,187500
790,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,43.0,3182,7,5,2005,2006,11.0,16,1129,1145,1145,0,1145,0,0,2,0,2,5,1,2005.0,2,397,100,16,0,9,2009,160200
791,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,80,70.04995836802665,11333,6,5,1976,1976,0.0,539,490,1029,1062,0,1062,1,0,1,0,3,5,2,1976.0,2,539,120,0,0,5,2007,146800
792,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,92.0,9920,7,5,1996,1997,0.0,862,255,1117,1127,886,2013,1,0,2,1,3,8,1,1997.0,2,455,180,130,0,6,2007,269790
793,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,76.0,9158,8,5,2007,2007,140.0,0,1496,1496,1496,0,1496,0,0,2,0,3,7,0,2007.0,2,474,168,130,0,6,2007,225000
794,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.04995836802665,10832,7,5,1994,1996,0.0,0,712,712,1086,809,1895,0,0,2,1,3,7,1,1994.0,2,409,143,46,0,10,2008,194500
795,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.0,8400,6,6,1980,1981,130.0,0,650,650,888,676,1564,0,0,2,1,3,7,1,1980.0,2,476,0,50,0,4,2010,171000
796,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,71.0,8197,6,5,1977,1977,148.0,0,660,660,1285,0,1285,0,0,1,1,3,7,1,1977.0,2,528,138,0,0,4,2007,143500
797,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Abnorml,20,57.0,7677,5,5,1953,1953,0.0,570,203,773,773,0,773,0,0,1,0,2,4,0,1953.0,1,240,0,0,0,4,2008,110000
798,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,104.0,13518,9,5,2008,2009,860.0,0,1926,1926,1966,1174,3140,0,0,3,1,4,11,2,2009.0,3,820,144,78,0,7,2009,485000
799,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,60.0,7200,5,7,1937,1950,252.0,569,162,731,981,787,1768,1,0,1,1,3,7,2,1939.0,1,240,0,0,264,6,2007,175000
800,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,79.0,12798,6,5,1997,1997,0.0,462,154,616,616,1072,1688,1,0,2,1,4,8,0,1997.0,2,603,403,114,185,5,2008,200000
801,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,30,40.0,4800,4,7,1916,1990,0.0,197,999,1196,1196,0,1196,1,0,1,0,2,5,0,1957.0,2,440,0,0,0,7,2007,109900
802,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,63.0,8199,7,5,2005,2005,0.0,648,80,728,728,728,1456,1,0,2,1,3,7,1,2005.0,2,410,36,18,0,10,2008,189000
803,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,107.0,13891,9,5,2008,2009,424.0,0,1734,1734,1734,1088,2822,0,0,3,1,4,12,1,2009.0,3,1020,52,170,0,1,2009,582933
804,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Family,20,75.0,9000,5,5,1954,1954,0.0,812,124,936,1128,0,1128,0,0,1,0,2,5,0,1954.0,1,286,0,0,0,6,2006,118000
805,RL,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,91.0,12274,7,5,2008,2008,256.0,0,1417,1417,1428,0,1428,0,0,2,0,3,6,0,2008.0,2,554,0,60,0,7,2008,227680
806,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,Av,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,80,75.0,9750,5,5,1967,1967,0.0,400,100,980,980,0,980,0,0,2,0,3,6,0,1967.0,1,384,68,0,0,10,2006,135500
807,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,70,144.0,21384,5,6,1923,2004,0.0,1309,15,1324,1072,504,1576,2,0,1,1,3,6,1,1923.0,2,528,0,312,0,5,2009,223500
808,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,80,85.0,13400,5,5,1966,1966,1047.0,516,380,1024,1086,0,1086,1,0,1,0,3,6,1,1966.0,2,484,0,0,0,6,2006,159950
809,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,Po,N,Gd,MnPrv,Shed,WD,Normal,75,90.0,8100,5,5,1898,1965,0.0,0,849,849,1075,1063,2138,0,0,2,0,2,11,0,1910.0,2,360,40,156,0,11,2009,106000
810,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Fa,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,Fa,GdPrv,Shed,WD,Normal,20,78.0,10140,6,6,1974,1999,99.0,663,0,1040,1309,0,1309,1,0,1,1,3,5,1,1974.0,2,484,265,0,0,1,2006,181000
811,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,ConLD,Normal,120,70.04995836802665,4438,6,5,2004,2004,169.0,662,186,848,848,0,848,1,0,1,0,1,4,1,2004.0,2,420,140,0,0,6,2008,144500
812,C (all),Grvl,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,TA,N,FuseA,Fa,Typ,Gd,Basment,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Alloca,20,66.0,8712,5,5,1952,1952,0.0,0,540,540,1044,0,1044,0,0,1,0,2,4,0,1952.0,2,504,0,0,0,6,2010,55993
813,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,COD,Normal,20,75.0,9750,6,6,1958,1958,243.0,608,834,1442,1442,0,1442,0,0,1,1,4,7,0,1958.0,1,301,0,0,275,4,2007,157900
814,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,Y,SBrkr,Fa,Typ,Gd,Detchd,Unf,TA,TA,P,Gd,MnPrv,Shed,WD,Normal,50,45.0,8248,5,7,1918,1950,0.0,0,686,686,686,564,1250,0,1,1,1,3,7,0,1955.0,1,280,207,0,96,7,2006,116000
815,RL,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,48.0,12137,7,5,1998,1998,442.0,0,1649,1649,1661,0,1661,0,0,2,0,3,6,0,1998.0,2,598,0,34,0,5,2010,224900
